reviewer_name,title,abstract,remark
manuscripts-papers,Geometric Parameter Feature Extraction for Off- device AI-based Electronic Nose for Lung Cancer Oluw,"Abstract— Lung cancer is the leading cause of death globally
and consequently the most prevalent cancer type. To improve
lung  cancer  survival  rates,  diagnosis  methods  have  been
improved over the years to support early and prompt detection of
lung cancer. The electronic nose (E-nose) has emerged as a very
promising diagnostic innovation in lung cancer management. A
lot of research has gone into the several modules that make up
the e-nose to optimize the performance of this screening tool. In
the  signal  processing  and  pattern  analysis  modules,  the
proliferation  of  artificial  intelligence  (AI)  has  generated  very
promising results, depending on the mode of implementation.
The AI processing of the E-nose can be done off-device or on-
device. This letter reports off-device AI processing and the use of
geometric parameter extraction for the feature extraction phase,
and recursive feature elimination for the feature selection of the
breathprint  data  before  classification  using  machine  learning
models  into  three  classes  namely  lung  cancer  (LC),  chronic
obstructive pulmonary  disease (COPD), and  healthy  subjects.
The XGBoost ensemble learning framework performed best with
accuracy,  sensitivity,  and  specificity  of  85.75%,  85.59%,  and
84.51% respectively. This further emphasizes the prospects of the
E-nose  for  lung  cancer  diagnosis  and  calls  for  further
optimization to the point of clinical use.",
manuscripts-papers,Design and Simulation of a MEMS based Non-thermal Hair type Airflow Sensor 1stS. A. Kariyawasam Depa,"Abstract—MEMS based non-thermal airflow sensors have
recently emerged as a promising research area, offering high
precision and accuracy for airflow measurements. This study
introduces an airflow sensor inspired by the motion of human
hair, presenting an innovative approach to enhance flow sensing
capabilities. This sensor allows for precise measurement of
airflow speeds within the laminar flow range. Additionally, the
sensor’s deflection causes a change in resistance in piezoresistive
elements, leading to a voltage difference. The proposed sensor is
designed for airflow velocities up to 40 ms−",
manuscripts-papers,Racial Bias in Multimodal Classification of Healthcare Data - Evidence from MIMIC-IV Suchit Patel De,"Abstract—The increase in the number of patients per doctor
has created a significant need for digital assistance in healthcare.
Managing patient data has become more challenging as it
continues to grow, making timely treatment more difficult. AI/ML
techniques can assist clinicians in providing personalized and
timely health care services. However, leveraging multimodal data
from various sources is essential for improved pattern recognition
and predictions. This study introduces a multimodal deep learn-
ing approach for predicting chronic health issues, utilizing image,
text, and tabular data from the MIMIC-IV dataset. The model
integrates three neural networks, each processing a different
data type, and combines their outputs for predictions. The main
contribution of the paper is to conduct a detailed bias analysis
to evaluate the model’s performance across different racial
groups. The results demonstrate strong overall performance but
reveal significant discrepancies, particularly between WHITE
and BLACK groups. These findings highlight the necessity of bias
mitigation in healthcare AI models to ensure equitable outcomes
for all patients.",
manuscripts-papers,Expert -Guided Multi -Head Contextual Bandits for Classifying Harmful Brain Activity Patterns Abstra,"Abstract—Effective interpretation and classification of harmful 
brain activities using EEG sensor data is essential for advancing 
medical diagnostics and therapeutic interventions. This study 
introduces a novel approach by combining a multi-headed transformer 
model with the principles of a contextual multi-armed bandit 
framework to enhance decision-making in the detection and 
classification of harmful brain activities. The transformer model 
utilizes multiple ""expert"" heads, each trained to capture different 
aspects of the EEG signals, providing a comprehensive analysis of 
both immediate and extended contexts within the data. This 
architecture enables a robust interpretation of complex brain activity 
patterns by integrating the diverse expertise of the individual heads. 
By applying contextual bandit principles, the model optimizes 
decision-making, where each state (represented by the transformer’s 
output embeddings) informs the selection of the most appropriate 
classification actions. The bandit framework assigns rewards for 
correct predictions and penalties for errors, refining the model's 
performance through continuous learning. Preliminary results show 
that this approach can significantly enhance the reliability and 
accuracy of harmful brain activity detection when compared to other 
reinforcement learning algorithms with promising implications for 
real-time monitoring and clinical diagnosis.",
manuscripts-papers,"Abstract — An impedance sensor is introduced, consisting of two rectangular, opposing electrodes fab","Abstract— An impedance sensor is introduced, consisting of 
two rectangular, opposing electrodes fabricated from a 
copper-tin alloy. Biocompatibility within the experience 
parameters was tested for these electrodes. Electrochemical 
impedance spectroscopy (EIS) was used to differentiate 
bacterial population counts. Furthermore, Distribution of 
Relaxation Times (DRT) analysis is performed in order to 
discriminate between viable and non-viable bacterial 
populations. 
I.",
manuscripts-papers,Multiple Smaller ArUco Markers based Marker Design for Optical Camera -based Surgical Navigation Sys,"Abstract— It has become increasingly common to use 
optical navigation system for various types of surgical 
procedures, and it has redefined the landscape of surgical 
procedures, especially for orthopedic surgeries. This system 
performs real-time tracking of various surgical and digitization 
tools. Frequently, such a system used either a passive reflective 
sphere marker or an active marker with LED sources and an 
infrared stereo-camera system for marker tracking. However, 
such systems are expensive and financially unviable for smaller 
healthcare facilities. ArUco marker-based navigation using a 
single camera has become popular in various applications, 
including surgical navigation, and can provide a low-cost but 
efficient solution. The present study suggests using a marker 
design consisting of multiple small arUco markers instead of a 
bigger arUco marker. Multiple arUco markers allow the 
estimation of internal translation and rotational errors within 
a marker, which can help in detecting inaccurate data points. 
In the present work, we experimented with two marker 
designs: one with four smaller markers (M4) and another with 
two smaller markers (M2). We compared their performance 
with a similar-sized single arUco marker (M1). Experimental 
outcomes showed that considering internal translation and 
rotational errors that can be computed for M4 and M2 
markers helps filter bad data points and minimizes the overall 
markers’ translation 
and 
rotational 
estimation 
errors. 
Additionally, different marker shapes other than squares can 
be designed by rearranging the smaller arUco markers.",
manuscripts-papers,Revolutionizing Kitchen Gardening: A Comprehensive AIoT System for Organic Crop Automation and Plant,"Abstract—In recent years, health and culinary perceptions
have shifted significantly due to the decreased time spent shop-
ping for and growing fresh, organic vegetables at home. This shift
has raised concerns about the accessibility and quality of fresh
produce. This paper presents the design of a kitchen tabletop
garden for organic crop farming using Artificial Intelligence (AI)
and internet of things (IoT) for home setups. The proposed IoT
system is engineered to monitor and control the environment
to enhance plant growth. It is equipped to irrigate and identify
weeds and diseases affecting plants, ensuring a steady and reliable
source of fresh organic produce. A user-friendly web-based inter-
face is integral to the system design, facilitating easy operation
and supervision. This research also identifies MobileNetV2 as the
optimal model for each use case by evaluating multiple models
to determine the best fit for low-power, low-computation IoT
devices. The proposed model using MobileNetV2 outperformed
the existing model by 10% in terms of accuracy.",
manuscripts-papers,Graphene FET Biochip Integrated with Electronic Readout for Antibiotic Detection in Contaminated Wat,"Abstract— In this work, a FET biochip system has been 
deployed for ultrasensitive antibiotic detection in contaminated 
water by drop casting thermally reduced graphene oxide on 
copper plated PCB using commercially available GO solution, 
thereby 
facilitating 
mass 
production 
and 
electronics 
integrability. The high frequency measurement, reducing the 
Debye screening effect has resulted in 1 fM detection limit of 
Ciprofloxacin in spiked river water which is two orders of 
magnitude lower than the existing reports.",
manuscripts-papers,Elemantra: An End-to-End Framework Empowered with Edge AI to Tackle Human-Elephant Conflict 1stNuwan,"Abstract—The cohabitation of elephants and humans has
evolved into a human-elephant conflict (HEC) due to the increas-
ing loss of historical elephant habitations. As HEC is a substantial
threat to both species, advanced sensing methods are utilized to
develop HEC prevention frameworks which still lack unification.
Here, we propose a collaborative framework for HEC prevention
consisting of three main modules: (1) a joint infrared-seismic
sensing strategy to facilitate elephant detection at the edge using a
distributed and light-weight deep learning module, (2) an on-site
repelling system with time-varying acoustic and light deterrents,
and (3) a mesh network for edge device communication. Our
end-to-end framework is designed to operate with no human
intervention through a set of novel and systematic decision-
making pipelines and algorithms. The preliminary results of
each module confirm that the proposed framework is effective in
achieving their individual, but complementary, goals and thereby
promising as a fully automated collaborative system for HEC
prevention. We publicly release our annotated datasets and codes
at https://github.com/nuwansribandara/elemantra to support the
development of HEC prevention systems for the benefit of the
environment.",
manuscripts-papers,In-Built Electric Field Modulated p -Si/n-MgZnO thin film P -N junction -based UV photodetector Mrit,"Abstract— In this study the authors demonstrated the pn-
junction based self-powered p-Si/n-MgZnO thin film (TF) 
ultraviolet (UV) photodetector (PD) using controlled growth RF 
sputtering technique. The synthesized as-deposited Si/MgZnO 
(D1) and annealed Si/MgZnO (D2) samples were polycrystalline 
in nature as examined using X-ray diffraction technique. The 
current (I) vs. voltage (V) characteristics of both the devices 
showed good rectifying behavior and higher sensitivity under 
the exposure of UVA light at 0 V. Relatively lower leakage 
current of 0.011 nA and enhanced photocurrent of 0.74 nA was 
recorded for device D2 under the illumination of UVA light at 0 
V bias as compare to D",
manuscripts-papers,Non-Faradaic Electrochemical Impedance -Based Quantification of Fusarium fujikuroi Using a Leaf- Bas,"Abstract—The well-known phytopathogen Fusarium fujikuroi 
is the cause of the silly seedling disease, also known as the 
bakanae disease of rice. In this study, we propose and 
demonstrate a bio sensing platform for quantification of F. 
fujikuroi using non-Faradaic electrochemical impedance 
spectroscopy. The traditional methods for detection of fungi are 
time consuming, laborious and intensive. Therefore, the 
proposed work serves a quick low-cost rapid method to detect 
and quantify fungi without any additional reagents. Utilizing 
conductive fillers, largely graphite powder and chitosan binder, 
superior conductive graphite/chitosan composite ink with 
resistance ranging from 50 to 80 Ω.m. was prepared. Screen 
printing of ink was done on biodegradable processed Banyan 
leaves which were made hydrophilic using a DMSO treatment. 
When compared to conventional sensor materials, using a leaf-
based biodegradable sensing platform reduces environmental 
impact and is in line with sustainable practices. Non-Faradaic 
EIS platforms offer an invaluable resource for accurate, 
economical, and environmentally responsible quantification of 
Fusarium fujikuroi, greatly advancing both disease control 
tactics and agricultural practices.",
manuscripts-papers,Smart Management of Manhole detection and Monitoring System using Google Spoorthi Sripad Mihir Sangl,"Abstract— Effective management of urban infrastructure is 
essential for upholding public safety and ensuring operational 
reliability. The Manhole Detection and Monitoring System marks a 
crucial advancement in this field, offering real-time monitoring and 
analysis of manhole conditions. This research paper explores the 
development, implementation, and benefits of such systems, which 
utilize a combination of sensors, cameras, and IoT connectivity to 
monitor the structural integrity, environmental conditions, and 
operational status of manholes. The system integrates various 
sensors including temperature, gas, pressure and waterflow sensor 
with high-resolution cameras to collect comprehensive data on 
manhole conditions. Proper management of urban infrastructure is 
vital for ensuring public safety and operational reliability. The 
Manhole Detection and Monitoring System represents a significant 
advancement, providing real-time monitoring and analysis of 
manhole conditions.",
manuscripts-papers,Generation of a Flat-Top Beam from a Gaussian Beam Using a Binary Phase Grating 1stNagendra Kumar De,"Abstract—This paper presents a method for generating a flat-
top beam by modifying a Gaussian beam with a binary phase
grating using a single-zone beam shaper. We explore the design
of the phase grating, the interaction process with the Gaussian
beam, and the resulting flat-top profile. MATLAB simulations
are employed to demonstrate the efficiency of the method and
optimize the beam shaper for uniform intensity.",
manuscripts-papers,IoT and Supervised Machine Learning Factored Precision Agriculture: Enhancing Crop Yield Prediction ,"Abstract—Agriculture is a critical component of India’s econ-
omy, yet many farmers lack access to advanced technologies
that could enhance productivity and sustainability. This paper
presents an innovative system that integrates Internet of Things
(IoT) technology and supervised machine learning to address
these agricultural challenges. Using a unique dataset sourced
from reliable resources, including approximately 162,000 values
related to soil moisture, soil temperature, and historical yield
data, our proposed system leverages real-time data collection.
Managed by a Raspberry Pi, our hardware setup incorporates
soil moisture sensors, temperature sensors, and NPK sensors,
ensuring continuous monitoring and data collection. The Random
Forest Regressor model demonstrated an accuracy of 81% for
the India model and 9",
manuscripts-papers,Transforming Emergency Traffic Management: Cutting-Edge Real-Time Signal Control and Automated Alert,"Abstract—Urban traffic congestion is a persistent issue that
often results in delayed emergency vehicle responses, leading
to critical life-threatening outcomes. The challenge lies in
efficiently managing traffic signals to prioritize emergency
vehicles without causing significant disruptions to the flow of
regular
traffic.
This
research
proposes
an
innovative,
integrated
traffic
signal
control
system
designed
to
dynamically
adjust
signals
in
real-time, based on live
emergency call data and traffic conditions.
The system leverages a combination of advanced software
tools to achieve this goal. Traffic simulation tools like
VISSIM are used to model the impact of these signal
adjustments on urban traffic flow, providing a detailed
analysis of potential improvements. For managing emergency
call and traffic data, robust database management systems
such as MongoDB are employed, ensuring fast, scalable, and
real-time data handling. The core algorithms that control the
traffic signals are developed in Python, enabling precise,
rule-based
signal
changes
that
respond
instantly
to
emergency vehicle needs. Additionally, GIS tools like ArcGIS
are utilized to map and analyze optimal emergency routes,
while data visualization software like QuickChart presents
the outcomes of the simulations in a clear and impactful way.
The proposed solution dynamically integrates real-time
traf- fic data with emergency vehicle priorities, showing
significant improvements in response times and overall traffic
efficiency. Simulations demonstrate that emergency response
times can be reduced by up to 30%, with minimal disruption
to regular traffic patterns. Case studies from countries like
the United States, Germany, Singapore, and the Netherlands,
where similar systems have been successfully implemented,
further validate the efficacy of this approach. This solution is
poised to enhance public safety in densely populated urban
areas by optimizing traffic signal management in a way that
is both intelligent and adaptive.",
manuscripts-papers,Low-Cost Electrochemical Sensor for Detection of Iron in Water Ashutosh Sahay CVEST IIIT Hyderabad H,"Abstract—Detection and continuous monitoring of iron in
drinking water is essential for testing potability, environmental
pollution and contamination. Many conventional methods are
either too costly, bulky with limited accuracy and slow. In this
paper, we present the design, fabrication and testing of a low-
cost, portable electrochemical sensor for detecting iron content
in water. We test by driving reaction using a reagent and change
in reaction potential is observed using potentiostat. After this,
we back-calculated to find the shift in ferrous ion concentration
upon the reagent’s addition.",
manuscripts-papers,Layer by Layer: Strengthening Deep Neural Networks Against Weight Perturbations Abstract —In this pa,"Abstract—In this paper we conduct a comprehensive vulner-
ability analysis of Deep Neural Networks (DNNs) by applying
various weight perturbation techniques, including scalar addi-
tion, scalar multiplication, and bit-flipping, to the dense layers.
These perturbations simulate scenarios such as noise, parameter
changes, and hardware failures to evaluate the robustness of dif-
ferent models. Our experiments involved systematically altering
the weights in the dense layers of 10 DNN models using a range
of scalar values and bit-flipping intensities. The results indicate
that certain dense layers are more prone to these perturbations,
significantly impacting the model’s performance. Additionally,
given the resource constraints, we propose a targeted approach
of using ECC memory for only the most vulnerable dense layers,
optimizing the balance between reliability and resource usage.
This analysis highlights the importance of safeguarding critical
model components to enhance overall robustness, especially in
environments susceptible to noise and adversarial conditions.",
manuscripts-papers,Transition from Negative to Positive Parametric Dependence in Van Der Pol -Mathieu Oscillator - Base,"Abstract—Phononic frequency combs constitute an array of 
equidistant vibrational frequencies. In this paper, we simulated 
a van der Pol-Mathieu model to showcase that the drive 
conditions can influence the sensitivity of phononic combs. We 
showed that the equidistant spacing of phononic combs can be 
made either positively or negatively sensitive to physical 
perturbations. These results can have implications to sensing.",
manuscripts-papers,"Lithography -free, fully -printed lithium phosphate - based humidity sensors on paper as zero -waste","Abstract—Electronic waste management is becoming an 
increasing concern for the planet, especially because it is increasing 
at a staggering rate of twenty percent per year. Therefore, various 
green, 
reusable, 
sustainable, 
and 
decomposable 
electronic 
technologies are being sought after in recent times. Among these, 
biodegradable paper electronics have emerged as one of the most 
preferred and affordable solutions. Here, in this study, we 
demonstrate a flexible and biodegradable humidity sensor based on 
lithium phosphate with titanium carbide on a photo paper substrate 
using lithography-free, all-printing technology that combines screen 
printing and inkjet printing. The local acidic environment created by 
the addition of acetic acid to the inkjet-printable lithium phosphate 
ink helps in absorbing and desorbing humidity on the surface of the 
printed lithium phosphate film. The paper-based humidity sensor 
leverages excellent sensing performance for a wide range of relative 
humidity values, with a substantially low response time and recovery 
time when the relative humidity changes by an approximate amount 
of fifteen percent. This study paves the way for a new generation of 
environment-friendly, sustainable, flexible, inexpensive sensors to 
provide sustainable sensing solutions in various applications, such 
as agriculture, environment monitoring, healthcare, weather 
prediction, etc.",
manuscripts-papers,Efficiency Enhancement and Estimation of Photovoltaic Energy Generation Using Dual-Axis Tracking Sys,"Abstract—The global need to transform towards sustainable
energy sources has increased the exploration of efficient methods
to harness solar energy. Traditional solar panels, being stationary,
often fail to capture the sun’s rays optimally throughout the day.
This paper aims to address this challenge by introducing a dual-
axis tracking system that dynamically adjusts the solar panel’s
angle, ensuring maximum exposure to the sun. The developed
system achieves a 27.67% average energy gain. It is paving the
way for a future where solar energy is a primary, economic, and
user-friendly power source in urban and rural areas. The dual-
axis tracking system not only enhances energy generation but
also estimates future energy generations.",
manuscripts-papers,Design of sub-20nm Nanosheet FET Based Label Free Biosensor 1Ummadisetti Gowthami Department of Elec,"Abstract: In this paper, a Gate all around nanosheet field 
effect transistor (GAA-NSFET) with two stack channel 
as a label free biosensor has been proposed and 
investigated by using visual TCAD tool. A nano-cavity 
(18 nm) is inserted between the gate and channels of 
nanosheet FET to immobilize the biomolecules. The 
electrical characteristics of the biosensor are examined 
in relation to various biomolecules, and it is found that 
the suggested biosensor is sensitive to both charged and 
neutral biomolecules. For each of the following 
materials, a change in current is noted as a result of a 
change in gate capacitance caused by a distinct 
biomolecule: (ᴋ=1), (ᴋ=2), (ᴋ=5), and (k=10). The 
threshold 
voltage 
(Vth), 
current 
switching 
ratio 
(Ion/Ioff), and subthreshold swing (SS) are used to study 
the sensitivity variation of biosensors to both charged 
and neutral biomolecules. For biomolecules (k=10), 
sensitivity is higher than for (k=1, 2, and 5).",
manuscripts-papers,Identification of long-term rainfall pattern and Moisture Adequacy Index for sustainable crop planni,"Abstract:
Rainfall and soil water holding capacity play crucial roles in agriculture and reflect the implications of irrigation scheduling. The uncertainty of rainfall
distribution and intensity makes it difficult for farmers to plan their intercultural activities. Due to that, agricultural productivity is affected every year. This requires
identifying a region's rainfall pattern and moisture availability. According to the probable agroclimatic scenario, the farmer should plan the cropping pattern. The
sustainable application of irrigation water to crop development will help progress the modern agricultural system. This leads to the definition of the Moisture
Adequacy Index (MAI), which will differ based on the agroclimatic region and the phenological stages of every crop. This study analyzes rainfall patterns and
estimates the Moisture Adequacy Index (MAI) for the Lower Brahmaputra Valley Zone (LBVZ) of Assam, India, using 32 years (1990-2021) of rainfall and temperature
data. Annual and seasonal rainfall define the need for change in cropping patterns. From the findings, the agroclimatic atlas of cropping validate that direct-seeded
summer rice sowing can commence from the 13th Standard Meteorological Week (SMW) with MAI of 0.6-0.7. Kharif rice nursery sowing is optimal between the 21st
and 26th SMW, corresponding to MAI values of 0.8-",
manuscripts-papers,Estimation of Angle of Significance in Human Joint Angles Using Extended Kalman Filter and Principal,"Abstract—Human Motion Analysis (HMA) is a pivotal multi-
disciplinary field that leverages advanced signal processing and
machine learning techniques to interpret human movement pat-
terns. This paper explores a newly developed wireless wearable
device that consists of Inertial Measurement Unit (IMU) sensors
along with its usage in the estimation of human joint angles using
a combination of Extended Kalman Filter (EKF) and Principal
Component Analysis (PCA). The integration of EKF, a dynamic
algorithm adept at estimating joint angles while accounting
for noise, and PCA, a technique for dimensionality reduction
and principal component identification, enhances the precision
of motion analysis. Additionally, the results obtained in this
study are validated using YOLOv7, ensuring the reliability and
accuracy of the joint angle estimations. Hence, the study explains
the collective effort of the design of the IMU-based wearable
device, data collection, analysis, and validation of the joint
angle estimations highlighting the accuracy and applicability of
results in various domains, including medical diagnostics, sports
performance, and industrial applications.",
manuscripts-papers,"Non-invasive method to detect potato quality in warehouse Shrikant Kapse PSRA TCS Research Pune , In","Abstract— Potatoes are one of the world's most important 
food crops, providing essential nutrients like carbohydrates, 
vitamins, and minerals to millions of people. They are versatile 
and consumed in various forms such as chips, fries, fritters etc., 
making them a dietary staple in many cultures. Potato wastage 
in warehouses and the supply chain is a significant issue, often 
driven by improper storage conditions such as fluctuating 
temperatures and humidity levels, which accelerate spoilage and 
lead to substantial weight loss and quality degradation. 
Inefficiencies in monitoring these conditions contribute to 
economic losses, highlighting the need for improved storage 
practices. In this work, a non-invasive method to detect quality 
of potatoes using an IoT based sensor system consisting of 
temperature, humidity and carbon dioxide (CO2) sensors has 
been described. CO2 respiration rate of potatoes was analyzed, 
and the resultant data was analyzed and compared with the 
weight loss in potatoes which was also measured from time to 
time. A correlation between weight loss measurements with CO2 
levels was observed, thus establishing a non-invasive method to 
assess potato quality continuously.  This proactive method 
enhances the ability to monitor and maintain optimal storage 
conditions, reducing spoilage and waste, and leading to better 
quality control and minimized losses in the supply chain.",
manuscripts-papers,L-Cysteine Modified Silver Nanoparticles: Mechanistic Insights for Trace Cadmium Detection in Water ,"Abstract— Cadmium (Cd²⁺) contamination poses significant 
environmental and health risks due to its toxicity and 
persistence. In this study, we developed a sensitive and selective 
colorimetric sensor using L-cysteine (LC) functionalized silver 
nanoparticles (AgNPs) for Cd²⁺ detection in water, with a 
detection limit of approximately 0.3 ppb. The interaction 
between L-cysteine functionalized AgNPs and Cd²⁺, attributed 
to the strong binding affinity of the thiol group (-SH) on L-
cysteine, was demonstrated through UV-Vis spectroscopy and 
supported by computational studies. After being exposed to 
Cd²⁺, the Ag⁺ ion was replaced and characterized by a shift in 
absorbance as well as changes of bond types, showing higher 
reactivity between L-cysteine and Cd²⁺. The viscosity of the LC-
AgNPs solution measured at approximately",
manuscripts-papers,Scalable Sensor Technology for Effective Moisture Management and Agricultural Food Security Carlo N.,"Abstract—The integration of Internet of Things (IoT) 
technology in the agricultural sector using advanced sensor 
systems has garnered significant interest in the recent year, 
especially in promoting food security. This study shows an 
application of this to Spondias purpurea (Philippine Pias Prunes), 
an important fruit in the Philippine Archipelago. The developed 
system places significant importance on the connection of Internet 
of Things (IoT) devices and the Google Cloud Platform. This 
integration enables real-time monitoring, data storage, and 
analysis, therefore providing valuable insights into enhancing the 
drying process and mitigating spoilage by maintaining moisture 
levels within the recommended range of 12-14%. The technology 
provides farmers with the opportunity to extend the shelf life of 
the prunes, reduce food wastage and increased profitability. While 
the system focused on Spondias purpurea, the system is highly 
adaptable and scalable to other fruits and crops. The research 
employed a DHT11 sensor that is linked to a Raspberry Pi 
Microcontroller, together with a Google Cloud-Based Platform for 
the purpose of data storage and processing. Results of the 
experiments indicate that the temperature measurements remain 
consistent at varying conditions. Moreover, the humidity levels 
remain to be high while the prune’s moisture content continue to 
be steady. To enhance the system's functionality, future 
endeavours should focus on integrating the system with other 
agricultural processes. Additionally, it is recommended to 
broaden the scope of the cost-benefit analysis by considering 
aspects such as the initial investment, maintenance costs, energy 
consumption, and potential rewards in terms of product quality, 
loss reduction, and increased output.",
manuscripts-papers,Design and Development of a Feasibility Prototype for the Non-Invasive Detection of Fat Content in M,"Abstract—The detection of the presence of fat content in milk
is important to ensure the quality of milk. An easy-to-use sensor
that utilises non-invasive spectroscopic methods to differentiate
milk that does and does not contain fat content in different
quantities has thus been developed and experimented with as
a part of this feasibility study. The experiment showcases the
differences in the way light from sources such as UV and Laser
interacts with containing increasing amounts of fat content. The
experiment also shows the effect of fat presence in light during
scattering and transmission. The data thus shows promising
results for the detection of fat content in milk using a simple
sensor design.",
manuscripts-papers,Self-Supervised Transformers for Long-Term NDVI Landsat Time Series Prediction Ido Faran Dept. of Co,"Abstract—Long-term satellite image time series (SITS) analysis
presents unique challenges in remote sensing, particularly for
heterogeneous Mediterranean landscapes, due to complex tem-
poral dependencies, seasonality, and global trends. We propose
a novel approach combining self-supervised learning, temporal
embedding, and a transformer-based architecture for analyz-
ing multi-decade Landsat data. Our method employs a self-
supervised pretext task to train a transformer model on unlabeled
data, integrating a temporal embedding technique that captures
both long-term trends and seasonal patterns. This architecture
effectively handles complex temporal dependencies, enabling
Normalized Difference Vegetation Index (NDVI) predictions for
various time horizons. Evaluation using Landsat images from
1984 to 2024 over Israel explores model performance with
varying input sequence lengths and prediction horizons (from",
manuscripts-papers,Enhanced Temperature Sensing in DNTT -based Hybrid D ielectric (HfO 2/PMMA) OTFT for Biomedical and ,"Abstract— This study explores the performance of an 
organic thin-film transistor (OTFT) as a temperature sensor 
over a range of 273K to 333K, utilizing a DNTT-based OTFT 
with a hybrid dielectric layer of HfO2/PMMA modelled using 
Silvaco ATLAS. At room temperature, the OTFT exhibits high 
electrical performance, characterized by a threshold voltage of",
manuscripts-papers,Adaptive Single Micro-Particle Detection and Segmentation in Self-Mixing Interferometry Signals Seba,"Abstract—This paper introduces a signal processing algorithm
for micro-particle detection using the self-mixing interferometry
(SMI) sensing scheme. Processing the laser output power mod-
ulation caused by the transit of single particles, the algorithm
effectively segments the SMI signal associated with each particle.
The algorithm was validated on the segmentation of different-size
particles (2, 4, and 10 µm), and its performances are compared to
the more established spectral amplitude detection method. The
results highlight the SMI technique’s potential for micro-particle
analysis and facilitate the adoption of new signal processing
algorithms to improve signal feature extraction.",
manuscripts-papers,"Vibration sensors basedonfemtosecond laser direct-write microcantilever beam Yunfeng Liao,Misheng Li","Abstract-In this paper, a photolithography-free and chemical
reagent-free
one-step
fabrication
method
for
mems
microsensors is proposed. By
precisely
controlling
the
parameters of femtosecond laser processing, an acoustic
microsensor with high dimensional accuracy and stable
structure is fabricated. The time and frequency domain
detection
of
vibration
signals
generated
by
small
displacement changes caused by vibration is realized. With
this fabrication method, the fast response of the microsensor
can be realized, and the customized mems devices can be
fabricated in real time according to the actual application
needs at low cost without relying on the expensive clean room.",
manuscripts-papers,Design and Implementation of a Secure V oting Machine Using DE-10 Nano FPGA With Verilog Sudheer Red,"Abstract—This paper presents the design, implementation, and
testing of a secure voting machine system utilizing the DE-10
Nano FPGA and Verilog programming. The system integrates
an LCD for displaying results, a fingerprint sensor for voter
authentication, and external push buttons for vote casting. The
system was tested with 5 party candidates and 4,000 participants,
demonstrating its capability to accurately count votes, display
individual vote counts, and declare the winner. The voting process
is controlled through an admin code, push buttons, and slide
switches for mode operations. Additionally, the system calculates
the total poll percentage, adding another layer of insight into
voter turnout. Voter data, including fingerprints, were securely
stored on an Azure Cloud platform, with the total information
including all 10 fingerprints of each voter and their detailed
voter information. The paper includes result images of the
front-end website page and Azure cloud storage page, as well
as simulation results, RTL block diagrams, related tables, and
FPGA prototyping images, highlighting the system’s efficacy and
potential for real-world applications.",
manuscripts-papers,A calibration method for improved linearity and range of non-contact position sensors Aakash Dewanga,"Abstract—Lateral effect position sensing detectors (PSDs) are
used in contactless precise position measurement applications
due to their high resolution, noise immunity and fast response.
However, non-linearity at the ends of the measurement range
of these sensors limits accuracy and range to about 64% of
the active area. This paper presents an experimental approach
for constant sensitivity calibration to utilize more active area
of such lateral effect PSDs. In the proposed approach, two
signals from a 1-D PSD are fused using a variety of simple
mathematical laws, to obtain constant sensitivity and extended
position measurement range. The proposed approach is com-
pared with the conventional methods reported in the literature,
demonstrating an increased measurement range. The proposed
approach is generalizable to other type of sensors such as, giant
magnetoresistant (GMR), quadrant photodiode (QPD), etc. that
exhibit similar non-linearity.",
manuscripts-papers,Opto -electronically derived PPG-based non- invasive sensor for multiparameter detection T A Amrut h,"Abstract— In recent years, the integration of advanced 
technology and healthcare has initiated a transformative 
shift in non-invasive diagnostic methodologies for clinical 
diagnostics. When combined with machine learning 
algorithms, these tools have the potential to markedly 
improve the precision, efficiency, and ease of blood 
parameter estimation, offering significant benefits to both 
patients and healthcare providers. Here an optoelectronic 
device is used to collect the photoplethysmography (PPG) 
data which is further used to extract other health 
parameters such as pulse rate, diastolic and systolic blood 
pressure, and blood oxygen saturation. By leveraging 
machine learning models, these extracted features are 
analysed to provide accurate and real-time assessments of 
parameters such as BP, SPO2. These are compared with the 
standard patient data. Systolic and diastolic BP predictions are 
made using Random Forest Regressor algorithm. R2 score was 
found to be 0.939 and 0.868 for systolic and diastolic BP 
respectively. Based on the predictions, a Decision Tree Classifier 
is used to classify subjects into three classes: Hypotension, 
Normal, and Hypertension. An accuracy of 80% is achieved in 
the classifier model. Also, for SPO2 estimation R2 was 0.868 and 
correlation coefficient was 0.931 between actual and predicted 
SPO2 values. Based on the results obtained, non-invasive 
method guided by machine learning algorithms are seen to pave 
a new way towards diagnostics.",
manuscripts-papers,Characterization Method of Photodiodes for Sensing Applications Goutam Sutradhar CVEST IIIT Hyderaba,"Abstract—The paper describes a platform for quick char-
acterization of photodiodes exploring low reverse bias perfor-
mance for various sensing applications. We demonstrated the
method on a widely used photodiode, BPW34. An Arduino-
based automated system is utilized to sweep biasing voltages and
record photocurrent responses using a sense resistor. The BPW34
photodiode shows a higher response for red LASER light, with
a photocurrent of around 260µA. Various light sources are also
tested and the results are reported. These results are analyzed
and interpreted with context to the existing literature.",
